"FIN","Day-ahead Total Load Forecast [MW] - Finland (FI)","Actual Total Load [MW] - Finland (FI)"
"01.07.2018 04:00 - 01.07.2018 05:00","6834","7042"
"01.07.2018 05:00 - 01.07.2018 06:00","6980","7207"
"01.07.2018 06:00 - 01.07.2018 07:00","7123","7270"
"01.07.2018 07:00 - 01.07.2018 08:00","7340","7479"
"01.07.2018 08:00 - 01.07.2018 09:00","7587","7675"
"01.07.2018 09:00 - 01.07.2018 10:00","7778","7818"
"01.07.2018 10:00 - 01.07.2018 11:00","7929","7897"
"01.07.2018 11:00 - 01.07.2018 12:00","7955","7921"
"01.07.2018 12:00 - 01.07.2018 13:00","7901","7893"
"01.07.2018 13:00 - 01.07.2018 14:00","7877","7845"
"01.07.2018 14:00 - 01.07.2018 15:00","7861","7829"
"01.07.2018 15:00 - 01.07.2018 16:00","7884","7852"
"01.07.2018 16:00 - 01.07.2018 17:00","7952","7939"
"01.07.2018 17:00 - 01.07.2018 18:00","7962","7901"
"01.07.2018 18:00 - 01.07.2018 19:00","8051","8013"
"01.07.2018 19:00 - 01.07.2018 20:00","8051","8029"
"01.07.2018 20:00 - 01.07.2018 21:00","7859","7911"
"01.07.2018 21:00 - 01.07.2018 22:00","8053","8079"
"01.07.2018 22:00 - 01.07.2018 23:00","8034","8009"
"01.07.2018 23:00 - 02.07.2018 00:00","7561","7665"
"02.07.2018 00:00 - 02.07.2018 01:00","7238","7358"
"02.07.2018 01:00 - 02.07.2018 02:00","7019","7237"
"02.07.2018 02:00 - 02.07.2018 03:00","6900","7101"
"02.07.2018 03:00 - 02.07.2018 04:00","6849","7138"
"02.07.2018 04:00 - 02.07.2018 05:00","7064","7367"
"02.07.2018 05:00 - 02.07.2018 06:00","7804","8001"
"02.07.2018 06:00 - 02.07.2018 07:00","8389","8481"
"02.07.2018 07:00 - 02.07.2018 08:00","8744","8747"
"02.07.2018 08:00 - 02.07.2018 09:00","8938","8971"
"02.07.2018 09:00 - 02.07.2018 10:00","8993","9053"
"02.07.2018 10:00 - 02.07.2018 11:00","9008","9120"
"02.07.2018 11:00 - 02.07.2018 12:00","9032","9158"
"02.07.2018 12:00 - 02.07.2018 13:00","8985","9103"
"02.07.2018 13:00 - 02.07.2018 14:00","8918","9067"
"02.07.2018 14:00 - 02.07.2018 15:00","8850","8910"
"02.07.2018 15:00 - 02.07.2018 16:00","8766","8895"
"02.07.2018 16:00 - 02.07.2018 17:00","8712","8850"
"02.07.2018 17:00 - 02.07.2018 18:00","8626","8721"
"02.07.2018 18:00 - 02.07.2018 19:00","8651","8810"
"02.07.2018 19:00 - 02.07.2018 20:00","8610","8790"
"02.07.2018 20:00 - 02.07.2018 21:00","8314","8523"
"02.07.2018 21:00 - 02.07.2018 22:00","8323","8548"
"02.07.2018 22:00 - 02.07.2018 23:00","8215","8385"
"02.07.2018 23:00 - 03.07.2018 00:00","7846","7798"
"03.07.2018 00:00 - 03.07.2018 01:00","7489","7451"
"03.07.2018 01:00 - 03.07.2018 02:00","7260","7264"
"03.07.2018 02:00 - 03.07.2018 03:00","7137","7199"
"03.07.2018 03:00 - 03.07.2018 04:00","7048","7174"
"03.07.2018 04:00 - 03.07.2018 05:00","7215","7332"
"03.07.2018 05:00 - 03.07.2018 06:00","7831","7994"
"03.07.2018 06:00 - 03.07.2018 07:00","8284","8447"
"03.07.2018 07:00 - 03.07.2018 08:00","8571","8789"
"03.07.2018 08:00 - 03.07.2018 09:00","8729","8948"
"03.07.2018 09:00 - 03.07.2018 10:00","8801","9018"
"03.07.2018 10:00 - 03.07.2018 11:00","8842","9046"
"03.07.2018 11:00 - 03.07.2018 12:00","8881","9122"
"03.07.2018 12:00 - 03.07.2018 13:00","8842","9047"
"03.07.2018 13:00 - 03.07.2018 14:00","8793","9021"
"03.07.2018 14:00 - 03.07.2018 15:00","8751","9070"
"03.07.2018 15:00 - 03.07.2018 16:00","8682","8995"
"03.07.2018 16:00 - 03.07.2018 17:00","8634","9011"
"03.07.2018 17:00 - 03.07.2018 18:00","8555","9010"
"03.07.2018 18:00 - 03.07.2018 19:00","8576","9068"
"03.07.2018 19:00 - 03.07.2018 20:00","8532","8961"
"03.07.2018 20:00 - 03.07.2018 21:00","8250","8649"
"03.07.2018 21:00 - 03.07.2018 22:00","8259","8666"
"03.07.2018 22:00 - 03.07.2018 23:00","8159","8549"
"03.07.2018 23:00 - 04.07.2018 00:00","8113","8125"
"04.07.2018 00:00 - 04.07.2018 01:00","7708","7808"
"04.07.2018 01:00 - 04.07.2018 02:00","7447","7574"
"04.07.2018 02:00 - 04.07.2018 03:00","7302","7489"
"04.07.2018 03:00 - 04.07.2018 04:00","7189","7398"
"04.07.2018 04:00 - 04.07.2018 05:00","7354","7625"
"04.07.2018 05:00 - 04.07.2018 06:00","8020","8147"
"04.07.2018 06:00 - 04.07.2018 07:00","8504","8561"
"04.07.2018 07:00 - 04.07.2018 08:00","8812","8836"
"04.07.2018 08:00 - 04.07.2018 09:00","8972","9027"
"04.07.2018 09:00 - 04.07.2018 10:00","9026","9083"
"04.07.2018 10:00 - 04.07.2018 11:00","9041","9098"
"04.07.2018 11:00 - 04.07.2018 12:00","9056","9090"
"04.07.2018 12:00 - 04.07.2018 13:00","8981","9032"
"04.07.2018 13:00 - 04.07.2018 14:00","8895","9000"
"04.07.2018 14:00 - 04.07.2018 15:00","8844","9008"
"04.07.2018 15:00 - 04.07.2018 16:00","8761","8896"
"04.07.2018 16:00 - 04.07.2018 17:00","8717","8868"
"04.07.2018 17:00 - 04.07.2018 18:00","8621","8782"
"04.07.2018 18:00 - 04.07.2018 19:00","8649","8877"
"04.07.2018 19:00 - 04.07.2018 20:00","8615","8854"
"04.07.2018 20:00 - 04.07.2018 21:00","8318","8549"
"04.07.2018 21:00 - 04.07.2018 22:00","8339","8595"
"04.07.2018 22:00 - 04.07.2018 23:00","8239","8438"
"04.07.2018 23:00 - 05.07.2018 00:00","8056","7996"
"05.07.2018 00:00 - 05.07.2018 01:00","7682","7704"
"05.07.2018 01:00 - 05.07.2018 02:00","7448","7503"
"05.07.2018 02:00 - 05.07.2018 03:00","7325","7398"
"05.07.2018 03:00 - 05.07.2018 04:00","7230","7377"
"05.07.2018 04:00 - 05.07.2018 05:00","7405","7577"
"05.07.2018 05:00 - 05.07.2018 06:00","8054","8177"
"05.07.2018 06:00 - 05.07.2018 07:00","8529","8568"
"05.07.2018 07:00 - 05.07.2018 08:00","8829","8825"
"05.07.2018 08:00 - 05.07.2018 09:00","8992","8973"
"05.07.2018 09:00 - 05.07.2018 10:00","9062","9011"
"05.07.2018 10:00 - 05.07.2018 11:00","9104","9083"
"05.07.2018 11:00 - 05.07.2018 12:00","9127","9082"
"05.07.2018 12:00 - 05.07.2018 13:00","9073","9100"
"05.07.2018 13:00 - 05.07.2018 14:00","9003","9086"
"05.07.2018 14:00 - 05.07.2018 15:00","8958","9032"
"05.07.2018 15:00 - 05.07.2018 16:00","8876","8947"
"05.07.2018 16:00 - 05.07.2018 17:00","8827","8985"
"05.07.2018 17:00 - 05.07.2018 18:00","8739","8870"
"05.07.2018 18:00 - 05.07.2018 19:00","8762","8965"
"05.07.2018 19:00 - 05.07.2018 20:00","8714","8861"
"05.07.2018 20:00 - 05.07.2018 21:00","8417","8593"
"05.07.2018 21:00 - 05.07.2018 22:00","8432","8624"
"05.07.2018 22:00 - 05.07.2018 23:00","8325","8457"
"05.07.2018 23:00 - 06.07.2018 00:00","8156","8041"
"06.07.2018 00:00 - 06.07.2018 01:00","7795","7727"
"06.07.2018 01:00 - 06.07.2018 02:00","7570","7542"
"06.07.2018 02:00 - 06.07.2018 03:00","7454","7461"
"06.07.2018 03:00 - 06.07.2018 04:00","7372","7388"
"06.07.2018 04:00 - 06.07.2018 05:00","7540","7533"
"06.07.2018 05:00 - 06.07.2018 06:00","8158","8199"
"06.07.2018 06:00 - 06.07.2018 07:00","8650","8718"
"06.07.2018 07:00 - 06.07.2018 08:00","8988","8953"
"06.07.2018 08:00 - 06.07.2018 09:00","9185","9070"
"06.07.2018 09:00 - 06.07.2018 10:00","9261","9057"
"06.07.2018 10:00 - 06.07.2018 11:00","9280","9062"
"06.07.2018 11:00 - 06.07.2018 12:00","9293","9070"
"06.07.2018 12:00 - 06.07.2018 13:00","9202","9051"
"06.07.2018 13:00 - 06.07.2018 14:00","9098","8997"
"06.07.2018 14:00 - 06.07.2018 15:00","9055","8942"
"06.07.2018 15:00 - 06.07.2018 16:00","8974","8879"
"06.07.2018 16:00 - 06.07.2018 17:00","8902","8828"
"06.07.2018 17:00 - 06.07.2018 18:00","8807","8699"
"06.07.2018 18:00 - 06.07.2018 19:00","8798","8665"
"06.07.2018 19:00 - 06.07.2018 20:00","8708","8522"
"06.07.2018 20:00 - 06.07.2018 21:00","8364","8235"
"06.07.2018 21:00 - 06.07.2018 22:00","8410","8255"
"06.07.2018 22:00 - 06.07.2018 23:00","8310","8165"
"06.07.2018 23:00 - 07.07.2018 00:00","7874","7746"
"07.07.2018 00:00 - 07.07.2018 01:00","7572","7429"
"07.07.2018 01:00 - 07.07.2018 02:00","7402","7263"
"07.07.2018 02:00 - 07.07.2018 03:00","7263","7093"
"07.07.2018 03:00 - 07.07.2018 04:00","7183","7040"
"07.07.2018 04:00 - 07.07.2018 05:00","7209","7106"
"07.07.2018 05:00 - 07.07.2018 06:00","7428","7258"
"07.07.2018 06:00 - 07.07.2018 07:00","7606","7492"
"07.07.2018 07:00 - 07.07.2018 08:00","7863","7742"
"07.07.2018 08:00 - 07.07.2018 09:00","8092","7910"
"07.07.2018 09:00 - 07.07.2018 10:00","8216","8035"
"07.07.2018 10:00 - 07.07.2018 11:00","8273","8094"
"07.07.2018 11:00 - 07.07.2018 12:00","8273","8126"
"07.07.2018 12:00 - 07.07.2018 13:00","8260","8090"
"07.07.2018 13:00 - 07.07.2018 14:00","8235","8082"
"07.07.2018 14:00 - 07.07.2018 15:00","8256","8032"
"07.07.2018 15:00 - 07.07.2018 16:00","8300","8182"
"07.07.2018 16:00 - 07.07.2018 17:00","8368","8248"
"07.07.2018 17:00 - 07.07.2018 18:00","8369","8273"
"07.07.2018 18:00 - 07.07.2018 19:00","8405","8274"
"07.07.2018 19:00 - 07.07.2018 20:00","8292","8168"
"07.07.2018 20:00 - 07.07.2018 21:00","8083","7875"
"07.07.2018 21:00 - 07.07.2018 22:00","8235","8014"
"07.07.2018 22:00 - 07.07.2018 23:00","8197","7919"
"07.07.2018 23:00 - 08.07.2018 00:00","7504","7541"
"08.07.2018 00:00 - 08.07.2018 01:00","7208","7316"
"08.07.2018 01:00 - 08.07.2018 02:00","7004","7170"
"08.07.2018 02:00 - 08.07.2018 03:00","6869","7030"
"08.07.2018 03:00 - 08.07.2018 04:00","6741","6944"
"08.07.2018 04:00 - 08.07.2018 05:00","6728","6978"
"08.07.2018 05:00 - 08.07.2018 06:00","6904","7058"
"08.07.2018 06:00 - 08.07.2018 07:00","7068","7120"
"08.07.2018 07:00 - 08.07.2018 08:00","7301","7272"
"08.07.2018 08:00 - 08.07.2018 09:00","7553","7550"
"08.07.2018 09:00 - 08.07.2018 10:00","7736","7782"
"08.07.2018 10:00 - 08.07.2018 11:00","7887","7856"
"08.07.2018 11:00 - 08.07.2018 12:00","7926","7919"
"08.07.2018 12:00 - 08.07.2018 13:00","7883","7921"
"08.07.2018 13:00 - 08.07.2018 14:00","7869","7901"
"08.07.2018 14:00 - 08.07.2018 15:00","7863","7945"
"08.07.2018 15:00 - 08.07.2018 16:00","7889","7964"
"08.07.2018 16:00 - 08.07.2018 17:00","7944","7993"
"08.07.2018 17:00 - 08.07.2018 18:00","7924","7979"
"08.07.2018 18:00 - 08.07.2018 19:00","8045","8009"
"08.07.2018 19:00 - 08.07.2018 20:00","8059","8045"
"08.07.2018 20:00 - 08.07.2018 21:00","7901","7784"
"08.07.2018 21:00 - 08.07.2018 22:00","8085","7947"
"08.07.2018 22:00 - 08.07.2018 23:00","8056","7966"
"08.07.2018 23:00 - 09.07.2018 00:00","7420","7635"
"09.07.2018 00:00 - 09.07.2018 01:00","7090","7368"
"09.07.2018 01:00 - 09.07.2018 02:00","6878","7168"
"09.07.2018 02:00 - 09.07.2018 03:00","6783","7102"
"09.07.2018 03:00 - 09.07.2018 04:00","6733","7066"
"09.07.2018 04:00 - 09.07.2018 05:00","6948","7274"
"09.07.2018 05:00 - 09.07.2018 06:00","7681","7850"
"09.07.2018 06:00 - 09.07.2018 07:00","8256","8344"
"09.07.2018 07:00 - 09.07.2018 08:00","8646","8635"
"09.07.2018 08:00 - 09.07.2018 09:00","8869","8695"
"09.07.2018 09:00 - 09.07.2018 10:00","8960","8825"
"09.07.2018 10:00 - 09.07.2018 11:00","8984","8859"
"09.07.2018 11:00 - 09.07.2018 12:00","9018","8976"
"09.07.2018 12:00 - 09.07.2018 13:00","8989","8909"
"09.07.2018 13:00 - 09.07.2018 14:00","8927","8862"
"09.07.2018 14:00 - 09.07.2018 15:00","8855","8805"
"09.07.2018 15:00 - 09.07.2018 16:00","8777","8760"
"09.07.2018 16:00 - 09.07.2018 17:00","8717","8660"
"09.07.2018 17:00 - 09.07.2018 18:00","8629","8592"
"09.07.2018 18:00 - 09.07.2018 19:00","8662","8589"
"09.07.2018 19:00 - 09.07.2018 20:00","8614","8546"
"09.07.2018 20:00 - 09.07.2018 21:00","8323","8315"
"09.07.2018 21:00 - 09.07.2018 22:00","8362","8409"
"09.07.2018 22:00 - 09.07.2018 23:00","8275","8262"
"09.07.2018 23:00 - 10.07.2018 00:00","7739","7798"
"10.07.2018 00:00 - 10.07.2018 01:00","7419","7506"
"10.07.2018 01:00 - 10.07.2018 02:00","7228","7291"
"10.07.2018 02:00 - 10.07.2018 03:00","7143","7166"
"10.07.2018 03:00 - 10.07.2018 04:00","7061","7127"
"10.07.2018 04:00 - 10.07.2018 05:00","7210","7256"
"10.07.2018 05:00 - 10.07.2018 06:00","7779","7698"
"10.07.2018 06:00 - 10.07.2018 07:00","8201","8134"
"10.07.2018 07:00 - 10.07.2018 08:00","8500","8471"
"10.07.2018 08:00 - 10.07.2018 09:00","8672","8639"
"10.07.2018 09:00 - 10.07.2018 10:00","8746","8642"
"10.07.2018 10:00 - 10.07.2018 11:00","8778","8677"
"10.07.2018 11:00 - 10.07.2018 12:00","8795","8601"
"10.07.2018 12:00 - 10.07.2018 13:00","8745","8486"
"10.07.2018 13:00 - 10.07.2018 14:00","8680","8509"
"10.07.2018 14:00 - 10.07.2018 15:00","8630","8521"
"10.07.2018 15:00 - 10.07.2018 16:00","8557","8535"
"10.07.2018 16:00 - 10.07.2018 17:00","8505","8581"
"10.07.2018 17:00 - 10.07.2018 18:00","8430","8496"
"10.07.2018 18:00 - 10.07.2018 19:00","8451","8563"
"10.07.2018 19:00 - 10.07.2018 20:00","8421","8467"
"10.07.2018 20:00 - 10.07.2018 21:00","8175","8196"
"10.07.2018 21:00 - 10.07.2018 22:00","8221","8243"
"10.07.2018 22:00 - 10.07.2018 23:00","8142","8140"
"10.07.2018 23:00 - 11.07.2018 00:00","7796","7749"
"11.07.2018 00:00 - 11.07.2018 01:00","7463","7445"
"11.07.2018 01:00 - 11.07.2018 02:00","7264","7275"
"11.07.2018 02:00 - 11.07.2018 03:00","7179","7166"
"11.07.2018 03:00 - 11.07.2018 04:00","7090","7082"
"11.07.2018 04:00 - 11.07.2018 05:00","7218","7251"
"11.07.2018 05:00 - 11.07.2018 06:00","7779","7695"
"11.07.2018 06:00 - 11.07.2018 07:00","8197","7948"
"11.07.2018 07:00 - 11.07.2018 08:00","8478","8275"
"11.07.2018 08:00 - 11.07.2018 09:00","8642","8472"
"11.07.2018 09:00 - 11.07.2018 10:00","8715","8541"
"11.07.2018 10:00 - 11.07.2018 11:00","8740","8725"
"11.07.2018 11:00 - 11.07.2018 12:00","8751","8747"
"11.07.2018 12:00 - 11.07.2018 13:00","8672","8789"
"11.07.2018 13:00 - 11.07.2018 14:00","8642","8785"
"11.07.2018 14:00 - 11.07.2018 15:00","8611","8843"
"11.07.2018 15:00 - 11.07.2018 16:00","8526","8791"
"11.07.2018 16:00 - 11.07.2018 17:00","8518","8775"
"11.07.2018 17:00 - 11.07.2018 18:00","8409","8711"
"11.07.2018 18:00 - 11.07.2018 19:00","8446","8731"
"11.07.2018 19:00 - 11.07.2018 20:00","8408","8594"
"11.07.2018 20:00 - 11.07.2018 21:00","8144","8313"
"11.07.2018 21:00 - 11.07.2018 22:00","8176","8331"
"11.07.2018 22:00 - 11.07.2018 23:00","8086","8197"
"11.07.2018 23:00 - 12.07.2018 00:00","7886","7769"
"12.07.2018 00:00 - 12.07.2018 01:00","7547","7498"
"12.07.2018 01:00 - 12.07.2018 02:00","7340","7312"
"12.07.2018 02:00 - 12.07.2018 03:00","7238","7215"
"12.07.2018 03:00 - 12.07.2018 04:00","7140","7134"
"12.07.2018 04:00 - 12.07.2018 05:00","7268","7280"
"12.07.2018 05:00 - 12.07.2018 06:00","7819","7816"
"12.07.2018 06:00 - 12.07.2018 07:00","8225","8153"
"12.07.2018 07:00 - 12.07.2018 08:00","8520","8450"
"12.07.2018 08:00 - 12.07.2018 09:00","8678","8575"
"12.07.2018 09:00 - 12.07.2018 10:00","8738","8753"
"12.07.2018 10:00 - 12.07.2018 11:00","8763","8847"
"12.07.2018 11:00 - 12.07.2018 12:00","8775","8797"
"12.07.2018 12:00 - 12.07.2018 13:00","8716","8808"
"12.07.2018 13:00 - 12.07.2018 14:00","8637","8724"
"12.07.2018 14:00 - 12.07.2018 15:00","8599","8675"
"12.07.2018 15:00 - 12.07.2018 16:00","8532","8598"
"12.07.2018 16:00 - 12.07.2018 17:00","8502","8499"
"12.07.2018 17:00 - 12.07.2018 18:00","8415","8451"
"12.07.2018 18:00 - 12.07.2018 19:00","8440","8450"
"12.07.2018 19:00 - 12.07.2018 20:00","8393","8381"
"12.07.2018 20:00 - 12.07.2018 21:00","8141","8114"
"12.07.2018 21:00 - 12.07.2018 22:00","8207","8189"
"12.07.2018 22:00 - 12.07.2018 23:00","8117","8106"
"12.07.2018 23:00 - 13.07.2018 00:00","7751","7646"
"13.07.2018 00:00 - 13.07.2018 01:00","7436","7358"
"13.07.2018 01:00 - 13.07.2018 02:00","7244","7281"
"13.07.2018 02:00 - 13.07.2018 03:00","7162","7174"
"13.07.2018 03:00 - 13.07.2018 04:00","7072","7065"
"13.07.2018 04:00 - 13.07.2018 05:00","7200","7220"
"13.07.2018 05:00 - 13.07.2018 06:00","7758","7705"
"13.07.2018 06:00 - 13.07.2018 07:00","8221","8108"
"13.07.2018 07:00 - 13.07.2018 08:00","8567","8489"
"13.07.2018 08:00 - 13.07.2018 09:00","8768","8644"
"13.07.2018 09:00 - 13.07.2018 10:00","8812","8753"
"13.07.2018 10:00 - 13.07.2018 11:00","8848","8846"
"13.07.2018 11:00 - 13.07.2018 12:00","8812","8796"
"13.07.2018 12:00 - 13.07.2018 13:00","8734","8761"
"13.07.2018 13:00 - 13.07.2018 14:00","8651","8768"
"13.07.2018 14:00 - 13.07.2018 15:00","8611","8729"
"13.07.2018 15:00 - 13.07.2018 16:00","8539","8668"
"13.07.2018 16:00 - 13.07.2018 17:00","8461","8606"
"13.07.2018 17:00 - 13.07.2018 18:00","8376","8491"
"13.07.2018 18:00 - 13.07.2018 19:00","8357","8469"
"13.07.2018 19:00 - 13.07.2018 20:00","8288","8429"
"13.07.2018 20:00 - 13.07.2018 21:00","8005","8064"
"13.07.2018 21:00 - 13.07.2018 22:00","8092","8184"
"13.07.2018 22:00 - 13.07.2018 23:00","8015","8088"
"13.07.2018 23:00 - 14.07.2018 00:00","7687","7701"
"14.07.2018 00:00 - 14.07.2018 01:00","7352","7367"
"14.07.2018 01:00 - 14.07.2018 02:00","7160","7149"
"14.07.2018 02:00 - 14.07.2018 03:00","7030","7022"
"14.07.2018 03:00 - 14.07.2018 04:00","6936","6908"
"14.07.2018 04:00 - 14.07.2018 05:00","6934","6889"
"14.07.2018 05:00 - 14.07.2018 06:00","7132","7097"
"14.07.2018 06:00 - 14.07.2018 07:00","7302","7275"
"14.07.2018 07:00 - 14.07.2018 08:00","7556","7513"
"14.07.2018 08:00 - 14.07.2018 09:00","7777","7788"
"14.07.2018 09:00 - 14.07.2018 10:00","7907","7902"
"14.07.2018 10:00 - 14.07.2018 11:00","7960","7988"
"14.07.2018 11:00 - 14.07.2018 12:00","7955","8006"
"14.07.2018 12:00 - 14.07.2018 13:00","7917","8011"
"14.07.2018 13:00 - 14.07.2018 14:00","7880","8012"
"14.07.2018 14:00 - 14.07.2018 15:00","7894","8096"
"14.07.2018 15:00 - 14.07.2018 16:00","7946","8113"
"14.07.2018 16:00 - 14.07.2018 17:00","8009","8181"
"14.07.2018 17:00 - 14.07.2018 18:00","8013","8168"
"14.07.2018 18:00 - 14.07.2018 19:00","8070","8139"
"14.07.2018 19:00 - 14.07.2018 20:00","7957","8083"
"14.07.2018 20:00 - 14.07.2018 21:00","7768","7811"
"14.07.2018 21:00 - 14.07.2018 22:00","7922","7988"
"14.07.2018 22:00 - 14.07.2018 23:00","7876","7942"
"14.07.2018 23:00 - 15.07.2018 00:00","7615","7574"
"15.07.2018 00:00 - 15.07.2018 01:00","7325","7310"
"15.07.2018 01:00 - 15.07.2018 02:00","7125","7165"
"15.07.2018 02:00 - 15.07.2018 03:00","7006","7062"
"15.07.2018 03:00 - 15.07.2018 04:00","6887","6889"
"15.07.2018 04:00 - 15.07.2018 05:00","6840","6822"
"15.07.2018 05:00 - 15.07.2018 06:00","6971","6928"
"15.07.2018 06:00 - 15.07.2018 07:00","7097","7099"
"15.07.2018 07:00 - 15.07.2018 08:00","7280","7324"
"15.07.2018 08:00 - 15.07.2018 09:00","7487","7507"
"15.07.2018 09:00 - 15.07.2018 10:00","7647","7663"
"15.07.2018 10:00 - 15.07.2018 11:00","7783","7810"
"15.07.2018 11:00 - 15.07.2018 12:00","7827","7851"
"15.07.2018 12:00 - 15.07.2018 13:00","7789","7810"
"15.07.2018 13:00 - 15.07.2018 14:00","7776","7831"
"15.07.2018 14:00 - 15.07.2018 15:00","7772","7853"
"15.07.2018 15:00 - 15.07.2018 16:00","7793","7849"
"15.07.2018 16:00 - 15.07.2018 17:00","7832","7880"
"15.07.2018 17:00 - 15.07.2018 18:00","7840","7967"
"15.07.2018 18:00 - 15.07.2018 19:00","7913","8071"
"15.07.2018 19:00 - 15.07.2018 20:00","7936","8043"
"15.07.2018 20:00 - 15.07.2018 21:00","7812","7902"
"15.07.2018 21:00 - 15.07.2018 22:00","7996","8060"
"15.07.2018 22:00 - 15.07.2018 23:00","7992","8018"
"15.07.2018 23:00 - 16.07.2018 00:00","7752","7677"
"16.07.2018 00:00 - 16.07.2018 01:00","7474","7444"
"16.07.2018 01:00 - 16.07.2018 02:00","7292","7278"
"16.07.2018 02:00 - 16.07.2018 03:00","7206","7177"
"16.07.2018 03:00 - 16.07.2018 04:00","7149","7104"
"16.07.2018 04:00 - 16.07.2018 05:00","7290","7216"
"16.07.2018 05:00 - 16.07.2018 06:00","7865","7727"
"16.07.2018 06:00 - 16.07.2018 07:00","8336","8262"
"16.07.2018 07:00 - 16.07.2018 08:00","8654","8575"
"16.07.2018 08:00 - 16.07.2018 09:00","8816","8785"
"16.07.2018 09:00 - 16.07.2018 10:00","8892","8887"
"16.07.2018 10:00 - 16.07.2018 11:00","8934","8932"
"16.07.2018 11:00 - 16.07.2018 12:00","8942","8936"
"16.07.2018 12:00 - 16.07.2018 13:00","8898","8910"
"16.07.2018 13:00 - 16.07.2018 14:00","8848","8960"
"16.07.2018 14:00 - 16.07.2018 15:00","8824","8913"
"16.07.2018 15:00 - 16.07.2018 16:00","8753","8843"
"16.07.2018 16:00 - 16.07.2018 17:00","8708","8770"
"16.07.2018 17:00 - 16.07.2018 18:00","8629","8639"
"16.07.2018 18:00 - 16.07.2018 19:00","8650","8665"
"16.07.2018 19:00 - 16.07.2018 20:00","8608","8588"
"16.07.2018 20:00 - 16.07.2018 21:00","8363","8361"
"16.07.2018 21:00 - 16.07.2018 22:00","8412","8502"
"16.07.2018 22:00 - 16.07.2018 23:00","8313","8309"
"16.07.2018 23:00 - 17.07.2018 00:00","7952","7879"
"17.07.2018 00:00 - 17.07.2018 01:00","7624","7519"
"17.07.2018 01:00 - 17.07.2018 02:00","7426","7379"
"17.07.2018 02:00 - 17.07.2018 03:00","7343","7244"
"17.07.2018 03:00 - 17.07.2018 04:00","7268","7142"
"17.07.2018 04:00 - 17.07.2018 05:00","7404","7260"
"17.07.2018 05:00 - 17.07.2018 06:00","7971","7697"
"17.07.2018 06:00 - 17.07.2018 07:00","8397","8193"
"17.07.2018 07:00 - 17.07.2018 08:00","8701","8534"
"17.07.2018 08:00 - 17.07.2018 09:00","8875","8720"
"17.07.2018 09:00 - 17.07.2018 10:00","8951","8864"
"17.07.2018 10:00 - 17.07.2018 11:00","8997","8959"
"17.07.2018 11:00 - 17.07.2018 12:00","9034","9016"
"17.07.2018 12:00 - 17.07.2018 13:00","8988","9029"
"17.07.2018 13:00 - 17.07.2018 14:00","8922","9010"
"17.07.2018 14:00 - 17.07.2018 15:00","8882","8981"
"17.07.2018 15:00 - 17.07.2018 16:00","8808","8851"
"17.07.2018 16:00 - 17.07.2018 17:00","8767","8832"
"17.07.2018 17:00 - 17.07.2018 18:00","8684","8724"
"17.07.2018 18:00 - 17.07.2018 19:00","8729","8640"
"17.07.2018 19:00 - 17.07.2018 20:00","8684","8643"
"17.07.2018 20:00 - 17.07.2018 21:00","8420","8353"
"17.07.2018 21:00 - 17.07.2018 22:00","8489","8422"
"17.07.2018 22:00 - 17.07.2018 23:00","8382","8311"
"17.07.2018 23:00 - 18.07.2018 00:00","7900","7796"
"18.07.2018 00:00 - 18.07.2018 01:00","7562","7415"
"18.07.2018 01:00 - 18.07.2018 02:00","7367","7111"
"18.07.2018 02:00 - 18.07.2018 03:00","7284","6896"
"18.07.2018 03:00 - 18.07.2018 04:00","7210","6697"
"18.07.2018 04:00 - 18.07.2018 05:00","7343","6869"
"18.07.2018 05:00 - 18.07.2018 06:00","7908","7518"
"18.07.2018 06:00 - 18.07.2018 07:00","8339","8062"
"18.07.2018 07:00 - 18.07.2018 08:00","8650","8421"
"18.07.2018 08:00 - 18.07.2018 09:00","8826","8493"
"18.07.2018 09:00 - 18.07.2018 10:00","8902","8583"
"18.07.2018 10:00 - 18.07.2018 11:00","8948","8728"
"18.07.2018 11:00 - 18.07.2018 12:00","8987","8802"
"18.07.2018 12:00 - 18.07.2018 13:00","8946","8784"
"18.07.2018 13:00 - 18.07.2018 14:00","8886","8801"
"18.07.2018 14:00 - 18.07.2018 15:00","8853","8733"
"18.07.2018 15:00 - 18.07.2018 16:00","8771","8724"
"18.07.2018 16:00 - 18.07.2018 17:00","8726","8703"
"18.07.2018 17:00 - 18.07.2018 18:00","8645","8632"
"18.07.2018 18:00 - 18.07.2018 19:00","8665","8583"
"18.07.2018 19:00 - 18.07.2018 20:00","8630","8545"
"18.07.2018 20:00 - 18.07.2018 21:00","8357","8316"
"18.07.2018 21:00 - 18.07.2018 22:00","8435","8366"
"18.07.2018 22:00 - 18.07.2018 23:00","8309","8222"
"18.07.2018 23:00 - 19.07.2018 00:00","8133","7833"
"19.07.2018 00:00 - 19.07.2018 01:00","7756","7453"
"19.07.2018 01:00 - 19.07.2018 02:00","7520","7252"
"19.07.2018 02:00 - 19.07.2018 03:00","7393","7125"
